date	it	instrument	satellite	channel	nassim	nrej	oberr	OmF_wobc	OmF_bc	pen	rms	std
2021-05-11 03:00:00	3	amsua	metop-a	11	1235	2	-0.4	-0.3160974	0.3215371	1.0460342	0.4176158	0.2664899
2021-05-11 03:00:00	3	amsua	metop-a	12	1175	62	-0.55	-0.0422489	0.6032134	1.3866793	0.7080349	0.3707386
2021-05-11 03:00:00	3	amsua	metop-a	13	95	1142	-0.8	-0.0770818	0.9529837	0.779451	0.9847005	0.2479054
2021-05-11 03:00:00	3	amsua	metop-a	15	381	0	3.5	1.2596789	0.396942	0.0887134	1.5614079	1.5101098
2021-05-11 03:00:00	3	amsua	n19	1	338	7	2.5	0.8787726	0.3994191	0.1483732	1.6628929	1.614211
2021-05-11 03:00:00	3	amsua	n19	2	345	0	2.2	1.306781	0.3703566	0.062134	1.2049213	1.1465912
2021-05-11 03:00:00	3	amsua	n19	3	344	1	2.0	1.9148055	0.3999302	0.1701757	1.3559661	1.2956465
2021-05-11 03:00:00	3	amsua	n19	4	345	0	0.55	-0.4657313	0.0194503	0.1354365	0.2834385	0.2827703
2021-05-11 03:00:00	3	amsua	n19	5	345	7	0.3	-0.9105756	0.0810047	0.3394496	0.2574017	0.2443233
2021-05-11 03:00:00	3	amsua	n19	6	1171	0	0.23	-1.1029062	0.0049592	0.3490774	0.1449482	0.1448634
2021-05-11 03:00:00	3	amsua	n19	7	1189	38	-0.23	-1.3259104	0.0168516	1.7127821	0.3015112	0.3010399
2021-05-11 03:00:00	3	amsua	n19	8	752	475	-0.25	0.4981826	0.0717524	2.7964987	0.4182927	0.4120927
2021-05-11 03:00:00	3	amsua	n19	9	1227	0	0.25	-0.7550573	-0.0139272	0.4191975	0.1620734	0.1614739
2021-05-11 03:00:00	3	amsua	n19	10	1227	0	0.35	-0.4069247	0.0165818	0.3320407	0.2026033	0.2019236
2021-05-11 03:00:00	3	amsua	n19	11	1227	0	-0.4	-0.3356476	0.2341692	0.6582009	0.3313247	0.2343946
2021-05-11 03:00:00	3	amsua	n19	12	1205	22	-0.55	0.0429544	0.5925254	1.2802522	0.6814757	0.3366345
2021-05-11 03:00:00	3	amsua	n19	13	14	1213	-0.8	0.7148684	1.0772959	0.9621404	1.0832281	0.1132105
2021-05-11 03:00:00	3	amsua	n19	15	331	14	3.5	2.4831198	0.1627569	0.1752722	1.9586428	1.9518687
