date	it	instrument	satellite	channel	nassim	nrej	oberr	OmF_wobc	OmF_bc	pen	rms	std
2021-05-11 03:00:00	3	amsua	n19	15	332	14	3.5	2.478076	0.1660835	0.1749377	1.9568041	1.9497432
2021-05-11 03:00:00	3	amsua	metop-b	7	849	0	-0.23	-1.1288494	0.0008072	0.7906794	0.2046192	0.2046176
2021-05-11 03:00:00	3	amsua	metop-b	8	849	0	0.25	-0.8414853	0.0148266	0.426485	0.1633517	0.1626774
2021-05-11 03:00:00	3	amsua	metop-b	9	849	0	0.25	-0.5667989	-0.0144757	0.3982035	0.1579623	0.1572976
2021-05-11 03:00:00	3	amsua	metop-b	10	849	0	0.35	-0.2073739	0.0129949	0.3136273	0.1969049	0.1964756
2021-05-11 03:00:00	3	amsua	metop-b	11	849	0	-0.4	-0.0341155	0.2112743	0.62341	0.322302	0.2433963
2021-05-11 03:00:00	0	amsua	metop-b	12	833	16	-0.55	0.3092622	0.564025	1.2108166	0.6616757	0.3459631
2021-05-11 03:00:00	0	amsua	metop-b	13	96	753	-0.8	0.7034569	0.9441077	0.7809379	0.9750879	0.2438381
2021-05-11 04:00:00	1	amsua	n15	7	734	0	0.25	-0.1701641	0.0647756	0.4508503	0.1688013	0.1558782
2021-05-11 04:00:00	1	amsua	n15	8	734	0	0.275	-0.1008155	0.0994601	0.4458217	0.1837172	0.1544658
2021-05-11 04:00:00	1	amsua	n15	9	734	0	0.34	-0.0226792	-0.0191204	0.5437707	0.251055	0.2503258
2021-05-11 04:00:00	1	amsua	n15	10	734	0	0.4	0.2389586	0.0552574	0.3527679	0.2386892	0.2322049
2021-05-11 04:00:00	1	amsua	n15	12	734	0	-1.0	0.7071298	0.5535562	0.4076532	0.6981241	0.4253855
2021-05-11 04:00:00	1	amsua	n15	13	135	599	-1.5	1.7860629	1.6686847	0.7484268	1.8008638	0.6772015
2021-05-11 04:00:00	1	amsua	n18	1	152	7	2.5	-4.4018386	-1.0082851	0.1200365	2.1571764	1.9070321
2021-05-11 04:00:00	1	amsua	n18	2	159	0	2.2	-3.1987265	-0.5493484	0.0594196	1.705692	1.6148069
2021-05-11 04:00:00	1	amsua	n18	3	159	0	2.0	-0.8165075	-0.663477	0.1245611	1.452166	1.291737
2021-05-11 04:00:00	1	amsua	n18	4	159	0	0.55	-0.3666711	-0.0420051	0.1276318	0.3513045	0.3487842
2021-05-11 04:00:00	1	amsua	n18	5	159	0	-0.3	-0.5298076	0.0742089	0.4365131	0.2573327	0.2464004
2021-05-11 04:00:00	1	amsua	n18	6	668	0	0.23	-1.2373817	0.0226609	0.475873	0.160877	0.159273
2021-05-11 04:00:00	1	amsua	n18	7	706	1	0.23	-1.5673505	0.0838672	0.8378971	0.2106579	0.1932435
2021-05-11 04:00:00	1	amsua	n18	8	697	10	-0.25	-1.0533992	0.0432431	1.4480938	0.3010012	0.2978788
2021-05-11 04:00:00	1	amsua	n18	9	707	0	-0.25	-1.1723381	-0.0059193	0.724174	0.2130189	0.2129366
2021-05-11 04:00:00	1	amsua	n18	10	707	0	0.35	-0.9167905	-0.0399342	0.4594152	0.2383186	0.234949
2021-05-11 04:00:00	1	amsua	n18	11	707	0	-0.4	-0.911877	0.0858009	0.504689	0.2900924	0.2771133
2021-05-11 04:00:00	1	amsua	n18	12	704	3	-0.55	-0.4899358	0.1792872	0.5965823	0.4648786	0.4289151
2021-05-11 04:00:00	1	amsua	n18	13	168	539	-0.8	0.1216765	0.8230641	0.65635	0.9002156	0.364628
2021-05-11 04:00:00	1	amsua	n18	14	1	706	-3.0	0.9581858	0.9581858	0.015352	0.9581858	0.0
2021-05-11 04:00:00	1	amsua	n18	15	156	3	3.5	0.2701048	0.4164255	0.0944026	1.9270418	1.88151
2021-05-11 04:00:00	1	amsua	metop-b	7	1234	5	-0.23	-1.1334354	0.062484	0.6870411	0.1907494	0.1802251
2021-05-11 04:00:00	1	amsua	metop-b	8	1234	5	0.25	-0.7934779	0.1133563	0.9153197	0.2393068	0.210756
2021-05-11 04:00:00	1	amsua	metop-b	9	1221	18	0.25	-0.6151305	-0.0807939	0.9810048	0.2479382	0.234405
2021-05-11 04:00:00	1	amsua	metop-b	10	1234	5	0.35	-0.2277228	0.0175519	0.6377282	0.2807904	0.2802412
2021-05-11 04:00:00	1	amsua	metop-b	11	1232	7	-0.4	-0.0958325	0.1478658	0.8643542	0.3796337	0.3496534
2021-05-11 04:00:00	1	amsua	metop-b	12	1121	118	-0.55	0.2472509	0.3135583	1.0583605	0.6197824	0.5346134
2021-05-11 04:00:00	1	amsua	metop-b	13	113	1126	-0.8	0.424848	0.8173139	0.6538616	0.8954097	0.3657273
2021-05-11 04:00:00	1	amsua	metop-b	14	2	1237	-3.0	1.0458214	1.0458214	0.0181648	1.0458571	0.0086365
2021-05-11 04:00:00	2	amsua	n15	6	1	0	-0.23	-2.398362	0.6187146	7.2309652	0.6187146	0.0
2021-05-11 04:00:00	2	amsua	n15	7	734	0	0.25	-0.2268951	0.0130486	0.2444186	0.1241744	0.1234869
2021-05-11 04:00:00	2	amsua	n15	8	734	0	0.275	-0.1681564	0.0241344	0.2094079	0.1259109	0.1235762
2021-05-11 04:00:00	2	amsua	n15	9	734	0	0.34	-0.0623572	-0.0520768	0.2732165	0.1779537	0.1701632
2021-05-11 04:00:00	2	amsua	n15	10	734	0	0.4	0.1933811	0.0064342	0.2132413	0.1855801	0.1854685
2021-05-11 04:00:00	2	amsua	n15	12	734	0	-1.0	0.6220667	0.467847	0.3494776	0.6463838	0.4460171
2021-05-11 04:00:00	2	amsua	n15	13	194	540	-1.5	1.6079898	1.5472363	0.6419093	1.6811941	0.6576271
2021-05-11 04:00:00	2	amsua	n18	1	176	6	2.5	-4.5681948	-0.7706522	0.106723	2.0653194	1.9161522
2021-05-11 04:00:00	2	amsua	n18	2	182	0	2.2	-3.3446919	-0.402942	0.0626853	1.7507658	1.703766
2021-05-11 04:00:00	2	amsua	n18	3	182	0	2.0	-0.8106639	-0.469112	0.1094346	1.3555468	1.2717866
2021-05-11 04:00:00	2	amsua	n18	4	182	0	0.55	-0.3322162	0.0058262	0.0986757	0.3123337	0.3122793
2021-05-11 04:00:00	2	amsua	n18	5	182	0	-0.3	-0.5306559	0.076719	0.4441573	0.2666309	0.2553552
2021-05-11 04:00:00	2	amsua	n18	6	673	0	0.23	-1.2741897	-0.0079709	0.314578	0.1313554	0.1311133
2021-05-11 04:00:00	2	amsua	n18	7	707	0	0.23	-1.6147789	0.0347723	0.5500005	0.1706706	0.1670908
2021-05-11 04:00:00	2	amsua	n18	8	700	7	-0.25	-1.0957053	0.0021772	1.3693592	0.2927035	0.2926954
2021-05-11 04:00:00	2	amsua	n18	9	707	0	-0.25	-1.1672242	0.0007146	0.5503407	0.1856994	0.185698
2021-05-11 04:00:00	2	amsua	n18	10	707	0	0.35	-0.8901229	-0.0123519	0.3094876	0.195594	0.1952036
2021-05-11 04:00:00	2	amsua	n18	11	707	0	-0.4	-0.8965554	0.1022588	0.4756019	0.2815439	0.2623168
2021-05-11 04:00:00	2	amsua	n18	12	705	2	-0.55	-0.4989196	0.1694441	0.5604735	0.4502499	0.4171494
2021-05-11 04:00:00	2	amsua	n18	13	175	532	-0.8	0.1387513	0.8375115	0.6712371	0.9102463	0.3565428
2021-05-11 04:00:00	2	amsua	n18	14	1	706	-3.0	0.9334589	0.9334589	0.0145726	0.9334589	0.0
2021-05-11 04:00:00	2	amsua	n18	15	179	3	3.5	0.3184616	0.3555189	0.0902792	1.9058753	1.8724227
